nature	nom_a	nom_b	id_a	id_b	detail	build_a	build_b
RENUMEROTE	AbstractPartyEventMessage	AbstractPartyEventMessage	6273	5451		242	273
RENUMEROTE	AbstractPartyMessage	AbstractPartyMessage	6274	2039		242	273
RENUMEROTE	AccessoryPreviewErrorMessage	AccessoryPreviewErrorMessage	6521	9621		242	273
RENUMEROTE	AccessoryPreviewMessage	AccessoryPreviewMessage	6517	1503		242	273
RENUMEROTE	AccountHouseMessage	AccountHouseMessage	6315	7345		242	273
RENUMEROTE	AccountLinkRequiredMessage	AccountLinkRequiredMessage	6607	590		242	273
RENUMEROTE	AccountLoggingKickedMessage	AccountLoggingKickedMessage	6029	2295		242	273
RENUMEROTE	AchievementDetailedListMessage	AchievementDetailedListMessage	6358	2020		242	273
RENUMEROTE	AchievementDetailedListRequestMessage	AchievementDetailedListRequestMessage	6357	7960		242	273
RENUMEROTE	AchievementDetailsMessage	AchievementDetailsMessage	6378	2058		242	273
RENUMEROTE	AchievementDetailsRequestMessage	AchievementDetailsRequestMessage	6380	7495		242	273
RENUMEROTE	AchievementFinishedInformationMessage	AchievementFinishedInformationMessage	6381	1898		242	273
RENUMEROTE	AchievementRewardErrorMessage	AchievementRewardErrorMessage	6375	3079		242	273
RENUMEROTE	AchievementRewardRequestMessage	AchievementRewardRequestMessage	6377	1789		242	273
RENUMEROTE	AchievementRewardSuccessMessage	AchievementRewardSuccessMessage	6376	1060		242	273
RENUMEROTE	AcquaintanceSearchErrorMessage	AcquaintanceSearchErrorMessage	6143	2291		242	273
RENUMEROTE	AcquaintanceServerListMessage	AcquaintanceServerListMessage	6142	8632		242	273
RENUMEROTE	AdminQuietCommandMessage	AdminQuietCommandMessage	5662	8282		242	273
RENUMEROTE	AlignmentRankUpdateMessage	AlignmentRankUpdateMessage	6058	5019		242	273
RENUMEROTE	AllianceBulletinMessage	AllianceBulletinMessage	6690	8751		242	273
RENUMEROTE	AllianceBulletinSetErrorMessage	AllianceBulletinSetErrorMessage	6692	8685		242	273
RENUMEROTE	AllianceCreationResultMessage	AllianceCreationResultMessage	6391	7302		242	273
RENUMEROTE	AllianceCreationStartedMessage	AllianceCreationStartedMessage	6394	6534		242	273
RENUMEROTE	AllianceFactsErrorMessage	AllianceFactsErrorMessage	6423	4210		242	273
RENUMEROTE	AllianceFactsRequestMessage	AllianceFactsRequestMessage	6409	593		242	273
RENUMEROTE	AllianceInsiderInfoRequestMessage	AllianceInsiderInfoRequestMessage	6417	2763		242	273
RENUMEROTE	AllianceInvitationAnswerMessage	AllianceInvitationAnswerMessage	6401	3558		242	273
RENUMEROTE	AllianceInvitationMessage	AllianceInvitationMessage	6395	5856		242	273
RENUMEROTE	AllianceInvitationStateRecrutedMessage	AllianceInvitationStateRecrutedMessage	6392	7264		242	273
RENUMEROTE	AllianceInvitationStateRecruterMessage	AllianceInvitationStateRecruterMessage	6396	6551		242	273
RENUMEROTE	AllianceLeftMessage	AllianceLeftMessage	6398	6490		242	273
RENUMEROTE	AllianceMembershipMessage	AllianceMembershipMessage	6390	3547		242	273
RENUMEROTE	AllianceModificationNameAndTagValidMessage	AllianceModificationNameAndTagValidMessage	6449	6811		242	273
RENUMEROTE	AllianceModificationStartedMessage	AllianceModificationStartedMessage	6444	2149		242	273
RENUMEROTE	AllianceMotdMessage	AllianceMotdMessage	6685	4661		242	273
RENUMEROTE	AllianceMotdSetErrorMessage	AllianceMotdSetErrorMessage	6683	6006		242	273
RENUMEROTE	AllianceMotdSetRequestMessage	AllianceMotdSetRequestMessage	6687	1488		242	273
RENUMEROTE	AlliancePartialListMessage	AlliancePartialListMessage	6427	4178		242	273
RENUMEROTE	AlliancePrismDialogQuestionMessage	AlliancePrismDialogQuestionMessage	6448	3125		242	273
RENUMEROTE	AlmanachCalendarDateMessage	AlmanachCalendarDateMessage	6341	3938		242	273
RENUMEROTE	AlreadyConnectedMessage	AlreadyConnectedMessage	109	3137		242	273
RENUMEROTE	AreaFightModificatorUpdateMessage	AreaFightModificatorUpdateMessage	6493	9461		242	273
RENUMEROTE	ArenaFighterLeaveMessage	ArenaFighterLeaveMessage	6700	3724		242	273
RENUMEROTE	AtlasPointInformationsMessage	AtlasPointInformationsMessage	5956	5424		242	273
RENUMEROTE	AuthenticationTicketAcceptedMessage	AuthenticationTicketAcceptedMessage	111	7505		242	273
RENUMEROTE	AuthenticationTicketMessage	AuthenticationTicketMessage	110	6808		242	273
RENUMEROTE	AuthenticationTicketRefusedMessage	AuthenticationTicketRefusedMessage	112	5922		242	273
RENUMEROTE	BasicAckMessage	BasicAckMessage	6362	9375		242	273
RENUMEROTE	BasicDateMessage	BasicDateMessage	177	7499		242	273
RENUMEROTE	BasicLatencyStatsMessage	BasicLatencyStatsMessage	5663	7194		242	273
RENUMEROTE	BasicLatencyStatsRequestMessage	BasicLatencyStatsRequestMessage	5816	6273		242	273
RENUMEROTE	BasicNoOperationMessage	BasicNoOperationMessage	176	2887		242	273
RENUMEROTE	BasicPingMessage	BasicPingMessage	182	7461		242	273
RENUMEROTE	BasicPongMessage	BasicPongMessage	183	4877		242	273
RENUMEROTE	BasicStatMessage	BasicStatMessage	6530	2233		242	273
RENUMEROTE	BasicStatWithDataMessage	BasicStatWithDataMessage	6573	6918		242	273
RENUMEROTE	BasicTimeMessage	BasicTimeMessage	175	4945		242	273
RENUMEROTE	BasicWhoAmIRequestMessage	BasicWhoAmIRequestMessage	5664	390		242	273
RENUMEROTE	ChallengeFightJoinRefusedMessage	ChallengeFightJoinRefusedMessage	5908	2072		242	273
RENUMEROTE	ChangeHavenBagRoomRequestMessage	ChangeHavenBagRoomRequestMessage	6638	980		242	273
RENUMEROTE	ChangeThemeRequestMessage	ChangeThemeRequestMessage	6639	4899		242	273
RENUMEROTE	ChannelEnablingChangeMessage	ChannelEnablingChangeMessage	891	7739		242	273
RENUMEROTE	ChannelEnablingMessage	ChannelEnablingMessage	890	4965		242	273
RENUMEROTE	CharacterCanBeCreatedRequestMessage	CharacterCanBeCreatedRequestMessage	6732	4275		242	273
RENUMEROTE	CharacterCanBeCreatedResultMessage	CharacterCanBeCreatedResultMessage	6733	7317		242	273
RENUMEROTE	CharacterCapabilitiesMessage	CharacterCapabilitiesMessage	6339	3451		242	273
RENUMEROTE	CharacterCreationRequestMessage	CharacterCreationRequestMessage	160	491		242	273
RENUMEROTE	CharacterDeletionErrorMessage	CharacterDeletionErrorMessage	166	4351		242	273
RENUMEROTE	CharacterDeletionRequestMessage	CharacterDeletionRequestMessage	165	1489		242	273
RENUMEROTE	CharacterExperienceGainMessage	CharacterExperienceGainMessage	6321	9701		242	273
RENUMEROTE	CharacterFirstSelectionMessage	CharacterFirstSelectionMessage	6084	7638		242	273
RENUMEROTE	CharacterLevelUpInformationMessage	CharacterLevelUpInformationMessage	6076	3031		242	273
RENUMEROTE	CharacterLoadingCompleteMessage	CharacterLoadingCompleteMessage	6471	605		242	273
RENUMEROTE	CharacterNameSuggestionFailureMessage	CharacterNameSuggestionFailureMessage	164	5371		242	273
RENUMEROTE	CharacterNameSuggestionRequestMessage	CharacterNameSuggestionRequestMessage	162	2000		242	273
RENUMEROTE	CharacterNameSuggestionSuccessMessage	CharacterNameSuggestionSuccessMessage	5544	2208		242	273
RENUMEROTE	CharacterReplayRequestMessage	CharacterReplayRequestMessage	167	8786		242	273
RENUMEROTE	CharacterReplayWithRemodelRequestMessage	CharacterReplayWithRemodelRequestMessage	6551	338		242	273
RENUMEROTE	CharacterSelectedErrorMessage	CharacterSelectedErrorMessage	5836	1596		242	273
RENUMEROTE	CharacterSelectedForceMessage	CharacterSelectedForceMessage	6068	4050		242	273
RENUMEROTE	CharacterSelectedForceReadyMessage	CharacterSelectedForceReadyMessage	6072	4057		242	273
RENUMEROTE	CharacterSelectedSuccessMessage	CharacterSelectedSuccessMessage	153	4299		242	273
RENUMEROTE	CharacterSelectionMessage	CharacterSelectionMessage	152	6792		242	273
RENUMEROTE	CharacterSelectionWithRemodelMessage	CharacterSelectionWithRemodelMessage	6549	3540		242	273
RENUMEROTE	CharacterStatsListMessage	CharacterStatsListMessage	500	4395		242	273
RENUMEROTE	CharactersListErrorMessage	CharactersListErrorMessage	5545	7643		242	273
RENUMEROTE	CharactersListRequestMessage	CharactersListRequestMessage	150	2412		242	273
RENUMEROTE	CharactersListWithRemodelingMessage	CharactersListWithRemodelingMessage	6550	9633		242	273
RENUMEROTE	ChatAbstractClientMessage	ChatAbstractClientMessage	850	6914		242	273
RENUMEROTE	ChatAbstractServerMessage	ChatAbstractServerMessage	880	1770		242	273
RENUMEROTE	ChatAdminServerMessage	ChatAdminServerMessage	6135	2080		242	273
RENUMEROTE	ChatClientMultiMessage	ChatClientMultiMessage	861	3932		242	273
RENUMEROTE	ChatClientMultiWithObjectMessage	ChatClientMultiWithObjectMessage	862	5473		242	273
RENUMEROTE	ChatClientPrivateWithObjectMessage	ChatClientPrivateWithObjectMessage	852	9502		242	273
RENUMEROTE	ChatCommunityChannelCommunityMessage	ChatCommunityChannelCommunityMessage	6730	5839		242	273
RENUMEROTE	ChatCommunityChannelSetCommunityRequestMessage	ChatCommunityChannelSetCommunityRequestMessage	6729	2893		242	273
RENUMEROTE	ChatErrorMessage	ChatErrorMessage	870	6135		242	273
RENUMEROTE	ChatServerCopyMessage	ChatServerCopyMessage	882	8617		242	273
RENUMEROTE	ChatServerCopyWithObjectMessage	ChatServerCopyWithObjectMessage	884	8059		242	273
RENUMEROTE	ChatServerWithObjectMessage	ChatServerWithObjectMessage	883	399		242	273
RENUMEROTE	ChatSmileyExtraPackListMessage	ChatSmileyExtraPackListMessage	6596	3973		242	273
RENUMEROTE	ChatSmileyMessage	ChatSmileyMessage	801	7020		242	273
RENUMEROTE	ChatSmileyRequestMessage	ChatSmileyRequestMessage	800	9020		242	273
RENUMEROTE	CheckFileMessage	CheckFileMessage	6156	5396		242	273
RENUMEROTE	CheckFileRequestMessage	CheckFileRequestMessage	6154	5970		242	273
RENUMEROTE	CheckIntegrityMessage	CheckIntegrityMessage	6372	7220		242	273
RENUMEROTE	CinematicMessage	CinematicMessage	6053	991		242	273
RENUMEROTE	ClientKeyMessage	ClientKeyMessage	5607	7975		242	273
RENUMEROTE	ClientUIOpenedByObjectMessage	ClientUIOpenedByObjectMessage	6463	2467		242	273
RENUMEROTE	ClientUIOpenedMessage	ClientUIOpenedMessage	6459	1039		242	273
RENUMEROTE	ClientYouAreDrunkMessage	ClientYouAreDrunkMessage	6594	3498		242	273
RENUMEROTE	CloseHavenBagFurnitureSequenceRequestMessage	CloseHavenBagFurnitureSequenceRequestMessage	6621	6165		242	273
RENUMEROTE	CompassResetMessage	CompassResetMessage	5584	5999		242	273
RENUMEROTE	CompassUpdateMessage	CompassUpdateMessage	5591	872		242	273
RENUMEROTE	CompassUpdatePartyMemberMessage	CompassUpdatePartyMemberMessage	5589	9981		242	273
RENUMEROTE	CompassUpdatePvpSeekMessage	CompassUpdatePvpSeekMessage	6013	4778		242	273
RENUMEROTE	ConsoleCommandsListMessage	ConsoleCommandsListMessage	6127	869		242	273
RENUMEROTE	ConsoleMessage	ConsoleMessage	75	7923		242	273
RENUMEROTE	ContactLookErrorMessage	ContactLookErrorMessage	6045	6346		242	273
RENUMEROTE	ContactLookMessage	ContactLookMessage	5934	4925		242	273
RENUMEROTE	ContactLookRequestByIdMessage	ContactLookRequestByIdMessage	5935	6048		242	273
RENUMEROTE	ContactLookRequestByNameMessage	ContactLookRequestByNameMessage	5933	2776		242	273
RENUMEROTE	ContactLookRequestMessage	ContactLookRequestMessage	5932	7562		242	273
RENUMEROTE	CurrentServerStatusUpdateMessage	CurrentServerStatusUpdateMessage	6525	9599		242	273
RENUMEROTE	DebugClearHighlightCellsMessage	DebugClearHighlightCellsMessage	2002	3737		242	273
RENUMEROTE	DebugInClientMessage	DebugInClientMessage	6028	6256		242	273
RENUMEROTE	DecraftResultMessage	DecraftResultMessage	6569	3985		242	273
RENUMEROTE	DisplayNumericalValuePaddockMessage	DisplayNumericalValuePaddockMessage	6563	4632		242	273
RENUMEROTE	DocumentReadingBeginMessage	DocumentReadingBeginMessage	5675	9246		242	273
RENUMEROTE	DungeonKeyRingMessage	DungeonKeyRingMessage	6299	6819		242	273
RENUMEROTE	DungeonKeyRingUpdateMessage	DungeonKeyRingUpdateMessage	6296	6518		242	273
RENUMEROTE	DungeonPartyFinderAvailableDungeonsMessage	DungeonPartyFinderAvailableDungeonsMessage	6242	8056		242	273
RENUMEROTE	DungeonPartyFinderAvailableDungeonsRequestMessage	DungeonPartyFinderAvailableDungeonsRequestMessage	6240	9426		242	273
RENUMEROTE	DungeonPartyFinderListenErrorMessage	DungeonPartyFinderListenErrorMessage	6248	6905		242	273
RENUMEROTE	DungeonPartyFinderListenRequestMessage	DungeonPartyFinderListenRequestMessage	6246	9359		242	273
RENUMEROTE	DungeonPartyFinderRegisterErrorMessage	DungeonPartyFinderRegisterErrorMessage	6243	3226		242	273
RENUMEROTE	DungeonPartyFinderRegisterRequestMessage	DungeonPartyFinderRegisterRequestMessage	6249	7102		242	273
RENUMEROTE	DungeonPartyFinderRegisterSuccessMessage	DungeonPartyFinderRegisterSuccessMessage	6241	9509		242	273
RENUMEROTE	DungeonPartyFinderRoomContentMessage	DungeonPartyFinderRoomContentMessage	6247	9524		242	273
RENUMEROTE	DungeonPartyFinderRoomContentUpdateMessage	DungeonPartyFinderRoomContentUpdateMessage	6250	5056		242	273
RENUMEROTE	EditHavenBagCancelRequestMessage	EditHavenBagCancelRequestMessage	6619	8480		242	273
RENUMEROTE	EditHavenBagFinishedMessage	EditHavenBagFinishedMessage	6628	2362		242	273
RENUMEROTE	EditHavenBagRequestMessage	EditHavenBagRequestMessage	6626	6707		242	273
RENUMEROTE	EditHavenBagStartMessage	EditHavenBagStartMessage	6632	9417		242	273
RENUMEROTE	EmotePlayMassiveMessage	EmotePlayMassiveMessage	5691	1886		242	273
RENUMEROTE	EmotePlayMessage	EmotePlayMessage	5683	3198		242	273
RENUMEROTE	EnabledChannelsMessage	EnabledChannelsMessage	892	2625		242	273
RENUMEROTE	EnterHavenBagRequestMessage	EnterHavenBagRequestMessage	6636	4036		242	273
RENUMEROTE	EntityTalkMessage	EntityTalkMessage	6110	1171		242	273
RENUMEROTE	ExchangeAcceptMessage	ExchangeAcceptMessage	5508	804		242	273
RENUMEROTE	ExchangeBidHouseBuyMessage	ExchangeBidHouseBuyMessage	5804	3820		242	273
RENUMEROTE	ExchangeBidHouseBuyResultMessage	ExchangeBidHouseBuyResultMessage	6272	2613		242	273
RENUMEROTE	ExchangeBidHouseInListUpdatedMessage	ExchangeBidHouseInListUpdatedMessage	6337	9240		242	273
RENUMEROTE	ExchangeBidHouseItemAddOkMessage	ExchangeBidHouseItemAddOkMessage	5945	1557		242	273
RENUMEROTE	ExchangeBidHouseItemRemoveOkMessage	ExchangeBidHouseItemRemoveOkMessage	5946	8101		242	273
RENUMEROTE	ExchangeBidHouseUnsoldItemsMessage	ExchangeBidHouseUnsoldItemsMessage	6612	9295		242	273
RENUMEROTE	ExchangeBidPriceForSellerMessage	ExchangeBidPriceForSellerMessage	6464	7209		242	273
RENUMEROTE	ExchangeBidSearchOkMessage	ExchangeBidSearchOkMessage	5802	8956		242	273
RENUMEROTE	ExchangeBuyMessage	ExchangeBuyMessage	5774	4582		242	273
RENUMEROTE	ExchangeBuyOkMessage	ExchangeBuyOkMessage	5759	9839		242	273
RENUMEROTE	ExchangeCraftCountModifiedMessage	ExchangeCraftCountModifiedMessage	6595	7440		242	273
RENUMEROTE	ExchangeCraftCountRequestMessage	ExchangeCraftCountRequestMessage	6597	7189		242	273
RENUMEROTE	ExchangeCraftPaymentModificationRequestMessage	ExchangeCraftPaymentModificationRequestMessage	6579	2392		242	273
RENUMEROTE	ExchangeCraftPaymentModifiedMessage	ExchangeCraftPaymentModifiedMessage	6578	2319		242	273
RENUMEROTE	ExchangeCraftResultMagicWithObjectDescMessage	ExchangeCraftResultMagicWithObjectDescMessage	6188	95		242	273
RENUMEROTE	ExchangeCraftResultMessage	ExchangeCraftResultMessage	5790	7869		242	273
RENUMEROTE	ExchangeCraftResultWithObjectDescMessage	ExchangeCraftResultWithObjectDescMessage	5999	4819		242	273
RENUMEROTE	ExchangeCrafterJobLevelupMessage	ExchangeCrafterJobLevelupMessage	6598	2584		242	273
RENUMEROTE	ExchangeErrorMessage	ExchangeErrorMessage	5513	9232		242	273
RENUMEROTE	ExchangeIsReadyMessage	ExchangeIsReadyMessage	5509	4377		242	273
RENUMEROTE	ExchangeItemAutoCraftStopedMessage	ExchangeItemAutoCraftStopedMessage	5810	5298		242	273
RENUMEROTE	ExchangeKamaModifiedMessage	ExchangeKamaModifiedMessage	5521	4910		242	273
RENUMEROTE	ExchangeLeaveMessage	ExchangeLeaveMessage	5628	384		242	273
RENUMEROTE	ExchangeMountFreeFromPaddockMessage	ExchangeMountFreeFromPaddockMessage	6055	4615		242	273
RENUMEROTE	ExchangeMountStableErrorMessage	ExchangeMountStableErrorMessage	5981	5267		242	273
RENUMEROTE	ExchangeMountSterilizeFromPaddockMessage	ExchangeMountSterilizeFromPaddockMessage	6056	7996		242	273
RENUMEROTE	ExchangeMountsPaddockAddMessage	ExchangeMountsPaddockAddMessage	6561	8350		242	273
RENUMEROTE	ExchangeMountsPaddockRemoveMessage	ExchangeMountsPaddockRemoveMessage	6559	9608		242	273
RENUMEROTE	ExchangeMountsStableAddMessage	ExchangeMountsStableAddMessage	6555	9743		242	273
RENUMEROTE	ExchangeMountsStableBornAddMessage	ExchangeMountsStableBornAddMessage	6557	2861		242	273
RENUMEROTE	ExchangeMountsStableRemoveMessage	ExchangeMountsStableRemoveMessage	6556	6129		242	273
RENUMEROTE	ExchangeMountsTakenFromPaddockMessage	ExchangeMountsTakenFromPaddockMessage	6554	3055		242	273
RENUMEROTE	ExchangeMultiCraftCrafterCanUseHisRessourcesMessage	ExchangeMultiCraftCrafterCanUseHisRessourcesMessage	6020	4154		242	273
RENUMEROTE	ExchangeMultiCraftSetCrafterCanUseHisRessourcesMessage	ExchangeMultiCraftSetCrafterCanUseHisRessourcesMessage	6021	7279		242	273
RENUMEROTE	ExchangeObjectAddedMessage	ExchangeObjectAddedMessage	5516	8426		242	273
RENUMEROTE	ExchangeObjectMessage	ExchangeObjectMessage	5515	3411		242	273
RENUMEROTE	ExchangeObjectModifiedInBagMessage	ExchangeObjectModifiedInBagMessage	6008	9367		242	273
RENUMEROTE	ExchangeObjectModifiedMessage	ExchangeObjectModifiedMessage	5519	7078		242	273
RENUMEROTE	ExchangeObjectModifyPricedMessage	ExchangeObjectModifyPricedMessage	6238	1058		242	273
RENUMEROTE	ExchangeObjectMoveKamaMessage	ExchangeObjectMoveKamaMessage	5520	7773		242	273
RENUMEROTE	ExchangeObjectMoveMessage	ExchangeObjectMoveMessage	5518	5939		242	273
RENUMEROTE	ExchangeObjectMovePricedMessage	ExchangeObjectMovePricedMessage	5514	3566		242	273
RENUMEROTE	ExchangeObjectPutInBagMessage	ExchangeObjectPutInBagMessage	6009	5697		242	273
RENUMEROTE	ExchangeObjectRemovedFromBagMessage	ExchangeObjectRemovedFromBagMessage	6010	5602		242	273
RENUMEROTE	ExchangeObjectRemovedMessage	ExchangeObjectRemovedMessage	5517	8090		242	273
RENUMEROTE	ExchangeObjectTransfertAllFromInvMessage	ExchangeObjectTransfertAllFromInvMessage	6184	1681		242	273
RENUMEROTE	ExchangeObjectTransfertAllToInvMessage	ExchangeObjectTransfertAllToInvMessage	6032	4357		242	273
RENUMEROTE	ExchangeObjectTransfertExistingFromInvMessage	ExchangeObjectTransfertExistingFromInvMessage	6325	9675		242	273
RENUMEROTE	ExchangeObjectTransfertExistingToInvMessage	ExchangeObjectTransfertExistingToInvMessage	6326	3544		242	273
RENUMEROTE	ExchangeObjectTransfertListFromInvMessage	ExchangeObjectTransfertListFromInvMessage	6183	7537		242	273
RENUMEROTE	ExchangeObjectTransfertListToInvMessage	ExchangeObjectTransfertListToInvMessage	6039	8793		242	273
RENUMEROTE	ExchangeObjectTransfertListWithQuantityToInvMessage	ExchangeObjectTransfertListWithQuantityToInvMessage	6470	166		242	273
RENUMEROTE	ExchangeObjectUseInWorkshopMessage	ExchangeObjectUseInWorkshopMessage	6004	8008		242	273
RENUMEROTE	ExchangeObjectsAddedMessage	ExchangeObjectsAddedMessage	6535	9703		242	273
RENUMEROTE	ExchangeObjectsModifiedMessage	ExchangeObjectsModifiedMessage	6533	7326		242	273
RENUMEROTE	ExchangeObjectsRemovedMessage	ExchangeObjectsRemovedMessage	6532	8928		242	273
RENUMEROTE	ExchangeOkMultiCraftMessage	ExchangeOkMultiCraftMessage	5768	4122		242	273
RENUMEROTE	ExchangePlayerMultiCraftRequestMessage	ExchangePlayerMultiCraftRequestMessage	5784	2028		242	273
RENUMEROTE	ExchangePlayerRequestMessage	ExchangePlayerRequestMessage	5773	9371		242	273
RENUMEROTE	ExchangePodsModifiedMessage	ExchangePodsModifiedMessage	6670	7160		242	273
RENUMEROTE	ExchangeReadyMessage	ExchangeReadyMessage	5511	9547		242	273
RENUMEROTE	ExchangeReplayStopMessage	ExchangeReplayStopMessage	6001	2953		242	273
RENUMEROTE	ExchangeRequestMessage	ExchangeRequestMessage	5505	2919		242	273
RENUMEROTE	ExchangeRequestOnMountStockMessage	ExchangeRequestOnMountStockMessage	5986	5627		242	273
RENUMEROTE	ExchangeRequestedMessage	ExchangeRequestedMessage	5522	1313		242	273
RENUMEROTE	ExchangeRequestedTradeMessage	ExchangeRequestedTradeMessage	5523	5103		242	273
RENUMEROTE	ExchangeSellMessage	ExchangeSellMessage	5778	4616		242	273
RENUMEROTE	ExchangeSellOkMessage	ExchangeSellOkMessage	5792	49		242	273
RENUMEROTE	ExchangeStartOkCraftMessage	ExchangeStartOkCraftMessage	5813	6203		242	273
RENUMEROTE	ExchangeStartOkCraftWithInformationMessage	ExchangeStartOkCraftWithInformationMessage	5941	4096		242	273
RENUMEROTE	ExchangeStartOkJobIndexMessage	ExchangeStartOkJobIndexMessage	5819	1248		242	273
RENUMEROTE	ExchangeStartOkMountMessage	ExchangeStartOkMountMessage	5979	2274		242	273
RENUMEROTE	ExchangeStartOkMountWithOutPaddockMessage	ExchangeStartOkMountWithOutPaddockMessage	5991	1232		242	273
RENUMEROTE	ExchangeStartOkMulticraftCrafterMessage	ExchangeStartOkMulticraftCrafterMessage	5818	7458		242	273
RENUMEROTE	ExchangeStartOkMulticraftCustomerMessage	ExchangeStartOkMulticraftCustomerMessage	5817	5378		242	273
RENUMEROTE	ExchangeStartOkNpcTradeMessage	ExchangeStartOkNpcTradeMessage	5785	8322		242	273
RENUMEROTE	ExchangeStartOkRunesTradeMessage	ExchangeStartOkRunesTradeMessage	6567	1662		242	273
RENUMEROTE	ExchangeStartedBidBuyerMessage	ExchangeStartedBidBuyerMessage	5904	4280		242	273
RENUMEROTE	ExchangeStartedBidSellerMessage	ExchangeStartedBidSellerMessage	5905	9278		242	273
RENUMEROTE	ExchangeStartedMessage	ExchangeStartedMessage	5512	3043		242	273
RENUMEROTE	ExchangeStartedMountStockMessage	ExchangeStartedMountStockMessage	5984	6115		242	273
RENUMEROTE	ExchangeStartedTaxCollectorShopMessage	ExchangeStartedTaxCollectorShopMessage	6664	9791		242	273
RENUMEROTE	ExchangeStartedWithPodsMessage	ExchangeStartedWithPodsMessage	6129	5028		242	273
RENUMEROTE	ExchangeStartedWithStorageMessage	ExchangeStartedWithStorageMessage	6236	2977		242	273
RENUMEROTE	ExchangeStoppedMessage	ExchangeStoppedMessage	6589	3673		242	273
RENUMEROTE	ExchangeWaitingResultMessage	ExchangeWaitingResultMessage	5786	4276		242	273
RENUMEROTE	ExchangeWeightMessage	ExchangeWeightMessage	5793	1630		242	273
RENUMEROTE	ExitHavenBagRequestMessage	ExitHavenBagRequestMessage	6631	1472		242	273
RENUMEROTE	FighterStatsListMessage	FighterStatsListMessage	6322	4354		242	273
RENUMEROTE	FinishMoveListMessage	FinishMoveListMessage	6704	4769		242	273
RENUMEROTE	FinishMoveListRequestMessage	FinishMoveListRequestMessage	6702	2859		242	273
RENUMEROTE	FinishMoveSetRequestMessage	FinishMoveSetRequestMessage	6703	6930		242	273
RENUMEROTE	FocusedExchangeReadyMessage	FocusedExchangeReadyMessage	6701	885		242	273
RENUMEROTE	FollowQuestObjectiveRequestMessage	FollowQuestObjectiveRequestMessage	6724	2913		242	273
RENUMEROTE	FollowedQuestsMessage	FollowedQuestsMessage	6717	6589		242	273
RENUMEROTE	FriendAddFailureMessage	FriendAddFailureMessage	5600	6674		242	273
RENUMEROTE	FriendAddedMessage	FriendAddedMessage	5599	3185		242	273
RENUMEROTE	FriendDeleteRequestMessage	FriendDeleteRequestMessage	5603	9081		242	273
RENUMEROTE	FriendGuildSetWarnOnAchievementCompleteMessage	FriendGuildSetWarnOnAchievementCompleteMessage	6382	2747		242	273
RENUMEROTE	FriendGuildWarnOnAchievementCompleteStateMessage	FriendGuildWarnOnAchievementCompleteStateMessage	6383	1328		242	273
RENUMEROTE	FriendSetWarnOnConnectionMessage	FriendSetWarnOnConnectionMessage	5602	7385		242	273
RENUMEROTE	FriendSetWarnOnLevelGainMessage	FriendSetWarnOnLevelGainMessage	6077	5437		242	273
RENUMEROTE	FriendSpouseFollowWithCompassRequestMessage	FriendSpouseFollowWithCompassRequestMessage	5606	3784		242	273
RENUMEROTE	FriendSpouseJoinRequestMessage	FriendSpouseJoinRequestMessage	5604	2260		242	273
RENUMEROTE	FriendUpdateMessage	FriendUpdateMessage	5924	7293		242	273
RENUMEROTE	FriendWarnOnConnectionStateMessage	FriendWarnOnConnectionStateMessage	5630	584		242	273
RENUMEROTE	FriendWarnOnLevelGainStateMessage	FriendWarnOnLevelGainStateMessage	6078	2158		242	273
RENUMEROTE	FriendsGetListMessage	FriendsGetListMessage	4001	14		242	273
RENUMEROTE	FriendsListMessage	FriendsListMessage	4002	4172		242	273
RENUMEROTE	GameActionAcknowledgementMessage	GameActionAcknowledgementMessage	957	5751		242	273
RENUMEROTE	GameActionFightActivateGlyphTrapMessage	GameActionFightActivateGlyphTrapMessage	6545	5706		242	273
RENUMEROTE	GameActionFightCarryCharacterMessage	GameActionFightCarryCharacterMessage	5830	5771		242	273
RENUMEROTE	GameActionFightCastOnTargetRequestMessage	GameActionFightCastOnTargetRequestMessage	6330	6910		242	273
RENUMEROTE	GameActionFightCastRequestMessage	GameActionFightCastRequestMessage	1005	6438		242	273
RENUMEROTE	GameActionFightChangeLookMessage	GameActionFightChangeLookMessage	5532	1629		242	273
RENUMEROTE	GameActionFightDeathMessage	GameActionFightDeathMessage	1099	9724		242	273
RENUMEROTE	GameActionFightDispellEffectMessage	GameActionFightDispellEffectMessage	6113	8550		242	273
RENUMEROTE	GameActionFightDispellSpellMessage	GameActionFightDispellSpellMessage	6176	4714		242	273
RENUMEROTE	GameActionFightDispellableEffectMessage	GameActionFightDispellableEffectMessage	6070	3071		242	273
RENUMEROTE	GameActionFightDodgePointLossMessage	GameActionFightDodgePointLossMessage	5828	7515		242	273
RENUMEROTE	GameActionFightDropCharacterMessage	GameActionFightDropCharacterMessage	5826	8009		242	273
RENUMEROTE	GameActionFightExchangePositionsMessage	GameActionFightExchangePositionsMessage	5527	8976		242	273
RENUMEROTE	GameActionFightInvisibilityMessage	GameActionFightInvisibilityMessage	5821	2495		242	273
RENUMEROTE	GameActionFightInvisibleDetectedMessage	GameActionFightInvisibleDetectedMessage	6320	7285		242	273
RENUMEROTE	GameActionFightKillMessage	GameActionFightKillMessage	5571	6293		242	273
RENUMEROTE	GameActionFightLifeAndShieldPointsLostMessage	GameActionFightLifeAndShieldPointsLostMessage	6310	5703		242	273
